SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
260,Marsh Sandpiper,Tringa stagnatilis,,262,avibase-15CF9352,ebird_single,Marsh Sandpiper,Tringa stagnatilis,4116,Tringa stagnatilis,marsan,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693216,1,false,false,true,true,77.5,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,7597346.84,,
261,Greenshank,Tringa nebularia,,263,avibase-18B415D2,ebird_single,Common Greenshank,Tringa nebularia,4131,Tringa nebularia,comgre,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693220,1,false,false,true,true,187,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,12134126.53,,
262,Green Sandpiper,Tringa ochropus,,259,avibase-A7B17EFC,ebird_single,Green Sandpiper,Tringa ochropus,4110,Tringa ochropus,grnsan,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693243,1,false,false,true,true,71.4,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,15230538.62,,
263,Wood Sandpiper,Tringa glareola,,264,avibase-8E67DC5F,ebird_single,Wood Sandpiper,Tringa glareola,4117,Tringa glareola,woosan,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693247,1,false,false,true,true,62.1,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,16979550.25,,
264,Terek Sandpiper,Xenus cinereus,,257,avibase-6D5992EE,ebird_single,Terek Sandpiper,Xenus cinereus,4101,Xenus cinereus,tersan,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693251,1,false,false,true,true,78.8,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,11623048.49,,
265,Common Sandpiper,Actitis hypoleucos,,258,avibase-8548B07E,ebird_single,Common Sandpiper,Actitis hypoleucos,4103,Actitis hypoleucos,comsan,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693264,1,false,false,true,true,48,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,25847437.41,,
266,Turnstone,Arenaria interpres,,232,avibase-DC3050A9,ebird_single,Ruddy Turnstone,Arenaria interpres,4140,Arenaria interpres,rudtur,Sandpipers and Allies,Charadriiformes,NT,https://datazone.birdlife.org/species/factsheet/22693336,1,false,false,true,true,136,Coastal,3,3,Carnivore,Aquatic predator,Terrestrial,2619753.6,,
267,Black-winged Stilt,Himantopus himantopus,,270,avibase-3CAEB7CE,ebird_single,Black-winged Stilt,Himantopus himantopus,3782,Himantopus himantopus,bkwsti,Stilts and Avocets,Charadriiformes,NE,,1,false,false,false,true,176.8,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,56867877.55,,
268,Avocet,Recurvirostra avosetta,,269,avibase-C73ED2F5,ebird_single,Pied Avocet,Recurvirostra avosetta,3773,Recurvirostra avosetta,pieavo1,Stilts and Avocets,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693712,1,false,false,false,true,304,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,17136961.53,,
269,Red-necked Phalarope,Phalaropus lobatus,,272,avibase-E6F3BA54,ebird_single,Red-necked Phalarope,Phalaropus lobatus,4108,Phalaropus lobatus,renpha,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693490,1,false,false,true,true,36.7,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,9098836.74,,
270,Grey Phalarope,Phalaropus fulicarius,,271,avibase-18A19380,ebird_single,Red Phalarope,Phalaropus fulicarius,4107,Phalaropus fulicarius,redpha1,Sandpipers and Allies,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693494,1,false,false,false,true,55.6,Marine,3,3,Carnivore,Aquatic predator,Terrestrial,3783736.3,,
271,Crab-plover,Dromas ardeola,,273,avibase-C3E33FEB,ebird_single,Crab-plover,Dromas ardeola,4260,Dromas ardeola,craplo1,Crab-Plover,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694081,1,false,true,false,true,325,Coastal,3,1,Carnivore,Aquatic predator,Terrestrial,318985.68,,CJ: decline surely due to lack of atlassing in the 'red' squares
272,Stone Curlew,Burhinus oedicnemus,,1998,avibase-C7DB323E,ebird_single,Eurasian Stone-curlew,Burhinus oedicnemus,3760,Burhinus oedicnemus,eutkne1,Thick-knees and Stone-curlews,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/45111439,1,false,false,true,true,459,Grassland,3,3,Carnivore,Invertivore,Terrestrial,9168330.74,This species is prone to misidentification and its maps might be affected by error.,CJ: Almost certainly seriously overlooked
273,Senegal Thick-knee,Burhinus senegalensis,,2000,avibase-85DF723B,ebird_single,Senegal Thick-knee,Burhinus senegalensis,3758,Burhinus senegalensis,setkne1,Thick-knees and Stone-curlews,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693580,1,false,false,false,true,326,Wetland,3,1,Carnivore,Invertivore,Terrestrial,7037522.76,,
274,Water Thick-knee,Burhinus vermiculatus,,274,avibase-96CCAFEE,ebird_single,Water Thick-knee,Burhinus vermiculatus,3755,Burhinus vermiculatus,watkne1,Thick-knees and Stone-curlews,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693584,1,false,false,false,true,320,Wetland,3,1,Carnivore,Invertivore,Terrestrial,5802844.89,,
275,Spotted Thick-knee,Burhinus capensis,,275,avibase-862F6F04,ebird_single,Spotted Thick-knee,Burhinus capensis,3750,Burhinus capensis,sptkne1,Thick-knees and Stone-curlews,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22693589,1,false,false,false,true,423,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,12421028.77,,
276,Egyptian Plover,Pluvianus aegyptius,,2032,avibase-1B28A4B6,ebird_single,Egyptian Plover,Pluvianus aegyptius,3768,Pluvianus aegyptius,egyplo1,Egyptian Plover,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694086,1,false,false,false,false,82,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,5977374.57,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
277,Cream-coloured Courser,Cursorius cursor,,2026,avibase-6091E70B,ebird_single,Somali Courser,Cursorius somalensis,4291,Cursorius somalensis,somcou1,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22732297,1,false,false,false,false,138,Desert,3,1,Carnivore,Invertivore,Terrestrial,1128378.41,,
278,Temminck's Courser,Cursorius temminckii,,277,avibase-7A841F83,ebird_single,Temminck's Courser,Cursorius temminckii,4282,Cursorius temminckii,temcou1,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694120,1,false,false,false,false,69.2,Grassland,3,1,Carnivore,Invertivore,Terrestrial,10871643.44,,
279,Two-banded Courser,Rhinoptilus africanus,,278,avibase-C130193B,ebird_single,Double-banded Courser,Smutsornis africanus,4263,Smutsornis africanus,dobcou2,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694091,1,false,false,false,false,87.5,Desert,3,1,Carnivore,Invertivore,Terrestrial,2999057.71,,
280,Heuglin's Courser,Rhinoptilus cinctus,,279,avibase-29D50ED5,ebird_single,Three-banded Courser,Rhinoptilus cinctus,4275,Rhinoptilus cinctus,thbcou1,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694099,1,false,false,false,false,105,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,1957707.6,,
281,Violet-tipped Courser,Rhinoptilus chalcopterus,,280,avibase-F5145338,ebird_single,Bronze-winged Courser,Rhinoptilus chalcopterus,4273,Rhinoptilus chalcopterus,brwcou1,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694095,1,false,true,false,false,150,Woodland,3,1,Carnivore,Invertivore,Terrestrial,10146624.15,,
282,Common Pratincole,Glareola pratincola,,281,avibase-D56ABB4E,ebird_single,Collared Pratincole,Glareola pratincola,4305,Glareola pratincola,colpra,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694127,1,false,false,false,true,84.9,Grassland,3,3,Carnivore,Invertivore,Aerial,5351786.34,,
283,Black-winged Pratincole,Glareola nordmanni,,282,avibase-E1F6A875,ebird_single,Black-winged Pratincole,Glareola nordmanni,4304,Glareola nordmanni,blwpra1,Coursers and Pratincoles,Charadriiformes,NT,https://datazone.birdlife.org/species/factsheet/22694136,1,false,false,true,true,97.2,Grassland,3,3,Carnivore,Invertivore,Aerial,2251795.82,,
284,White-collared Pratincole,Glareola nuchalis,,283,avibase-95820ED1,ebird_single,Rock Pratincole,Glareola nuchalis,4297,Glareola nuchalis,rocpra1,Coursers and Pratincoles,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694144,1,false,false,false,true,62.7,Rock,3,2,Carnivore,Invertivore,Aerial,6244433.49,,
285,Madagascar Pratincole,Glareola ocularis,,898,avibase-AC0F25BB,ebird_single,Madagascar Pratincole,Glareola ocularis,4296,Glareola ocularis,madpra1,Coursers and Pratincoles,Charadriiformes,NT,https://datazone.birdlife.org/species/factsheet/22694140,1,false,false,false,true,91.9,Coastal,3,3,Carnivore,Invertivore,Aerial,545354.28,,
286,Brown Skua,Catharacta antarctica,0,#N/A,avibase-4D5D2BC3,ebird_single,Brown Skua,Stercorarius antarcticus,4318,Stercorarius antarcticus,brnsku3,Jaegers and Skuas,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/62289571,1,false,false,false,false,1650,Marine,3,3,Carnivore,Aquatic predator,Aerial,87990607.82,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
287,Pomarine Skua,Stercorarius pomarinus,,285,avibase-7CB8F5B7,ebird_single,Pomarine Jaeger,Stercorarius pomarinus,4314,Stercorarius pomarinus,pomjae,Jaegers and Skuas,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694240,1,false,false,false,false,692.5,Marine,3,3,Carnivore,Aquatic predator,Aerial,3233984.08,,
288,Arctic Skua,Stercorarius parasiticus,,284,avibase-39086887,ebird_single,Parasitic Jaeger,Stercorarius parasiticus,4310,Stercorarius parasiticus,parjae,Jaegers and Skuas,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694245,1,false,false,false,false,444.3,Marine,3,3,Carnivore,Aquatic predator,Aerial,6277591.31,,
289,Long-tailed Skua,Stercorarius longicaudus,,930,avibase-1D446440,ebird_single,Long-tailed Jaeger,Stercorarius longicaudus,4311,Stercorarius longicaudus,lotjae,Jaegers and Skuas,Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694251,1,false,false,false,false,287.9,Marine,3,3,Carnivore,Aquatic predator,Aerial,6233403.78,,
290,Sooty Gull,Larus hemprichii,,2058,avibase-67D43542,ebird_single,Sooty Gull,Ichthyaetus hemprichii,4582,Ichthyaetus hemprichii,soogul2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694303,1,false,false,false,true,451.7,Marine,3,1,Omnivore,Omnivore,Terrestrial,157820.35,,
291,White-eyed Gull,Larus leucophthalmus,,900,avibase-A7F240E3,ebird_single,White-eyed Gull,Ichthyaetus leucophthalmus,4581,Ichthyaetus leucophthalmus,whegul2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694299,1,false,false,false,true,328.9,Coastal,3,1,Carnivore,Aquatic predator,Generalist,1402.69,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species is prone to misidentification and its maps might be affected by error.",
292,Great Black-headed Gull,Larus ichthyaetus,,2062,avibase-EF930CDC,ebird_single,Pallas's Gull,Ichthyaetus ichthyaetus,4577,Ichthyaetus ichthyaetus,gbhgul2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694379,1,false,false,true,true,1378.8,Coastal,3,3,Omnivore,Omnivore,Generalist,739530.35,This species is prone to misidentification and its maps might be affected by error.,
293,Mediterranean Gull,Larus melanocephalus,0,#N/A,avibase-052BFA8A,ebird_single,Mediterranean Gull,Ichthyaetus melanocephalus,4580,Ichthyaetus melanocephalus,medgul1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694443,1,false,false,false,false,256,Coastal,3,2,Carnivore,Omnivore,Generalist,250526.34,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
294,Little Gull,Larus minutus,0,#N/A,avibase-F89FD6E3,ebird_single,Little Gull,Hydrocoloeus minutus,4538,Hydrocoloeus minutus,litgul,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694469,1,false,false,false,false,118,Coastal,3,2,Carnivore,Aquatic predator,Generalist,8322361.57,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
295,Black-headed Gull,Larus ridibundus,,933,avibase-FB02DD96,ebird_single,Black-headed Gull,Chroicocephalus ridibundus,4555,Chroicocephalus ridibundus,bkhgul,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694420,1,false,false,true,true,284,Wetland,3,2,Carnivore,Aquatic predator,Generalist,17767358.5,,"CJ: Yes, this has definitely declined. I don't think the difficulty of ID is the reason "
296,Grey-headed Gull,Larus cirrocephalus,,288,avibase-6EB497FA,ebird_single,Grey-headed Gull,Chroicocephalus cirrocephalus,4558,Chroicocephalus cirrocephalus,grhgul,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694387,1,false,false,false,true,374.7,Wetland,3,1,Carnivore,Aquatic predator,Aerial,6411818.5,,
297,Slender-billed Gull,Larus genei,,1078,avibase-27CE7132,ebird_single,Slender-billed Gull,Chroicocephalus genei,4553,Chroicocephalus genei,slbgul1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694428,1,false,false,true,true,281,Coastal,3,2,Carnivore,Aquatic predator,Generalist,1728211.09,,
298,Lesser Black-backed Gull,Larus fuscus,,4136,avibase-2D52E3A5,ebird_single,Lesser Black-backed Gull,Larus fuscus,4624,Larus fuscus,lbbgul,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694373,1,false,false,false,true,762.4,Coastal,3,2,Carnivore,Aquatic predator,Generalist,4200335.24,Records in the old atlas of Lesser Black-backed Gull and Herring Gull are lumped. This species is prone to misidentification and its maps might be affected by error.,
299,Herring Gull,Larus argentatus,298,#N/A,avibase-F002188E,ebird_single,European Herring Gull,Larus argentatus,4611,Larus argentatus,euhgul1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/62030608,1,false,false,false,false,1091,Coastal,3,2,Carnivore,Aquatic predator,Generalist,1540126.95,,Folded into SEQ 298 Lesser Black-backed Gull. NOT taxonomic - Larus argentatus remains a valid species (European Herring Gull) in AviList v2025b. Old-atlas 'Herring Gull' records from Kenya are treated as large gulls not safely separable from L. fuscus. Identification decision; 10 squares (1970-1984).
300,Kelp Gull,Larus dominicanus,,287,avibase-E6536E4E,ebird_single,Kelp Gull,Larus dominicanus,4602,Larus dominicanus,kelgul,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694329,1,false,false,false,true,952.4,Marine,3,1,Carnivore,Omnivore,Generalist,3780207.34,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species is prone to misidentification and its maps might be affected by error.",
301,Gull-billed Tern,Gelochelidon nilotica,,902,avibase-87168739,ebird_single,Gull-billed Tern,Gelochelidon nilotica,4466,Gelochelidon nilotica,gubter2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/62026481,1,false,false,true,true,218.3,Coastal,3,3,Carnivore,Omnivore,Aerial,7524091.88,,
302,Caspian Tern,Sterna caspia,,290,avibase-BC06BC0D,ebird_single,Caspian Tern,Hydroprogne caspia,4463,Hydroprogne caspia,caster1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694524,1,false,false,true,true,655,Wetland,3,3,Carnivore,Aquatic predator,Aerial,6293644.91,,
303,Crested Tern,Sterna bergii,,298,avibase-526978C4,ebird_single,Greater Crested Tern,Thalasseus bergii,4491,Thalasseus bergii,grcter1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694571,1,false,false,false,true,328,Coastal,3,3,Carnivore,Aquatic predator,Aerial,47808630.76,,
304,Lesser Crested Tern,Sterna bengalensis,,297,avibase-D01CDECD,ebird_single,Lesser Crested Tern,Thalasseus bengalensis,4498,Thalasseus bengalensis,lecter2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694561,1,false,true,false,true,209,Coastal,3,3,Carnivore,Aquatic predator,Aerial,1690030.71,,
305,Sandwich Tern,Sterna sandvicensis,,296,avibase-F7504353,ebird_single,Sandwich Tern,Thalasseus sandvicensis,4485,Thalasseus sandvicensis,santer1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694591,1,false,false,true,true,199.8,Marine,3,3,Carnivore,Aquatic predator,Aerial,2802142.59,,
306,Roseate Tern,Sterna dougallii,,293,avibase-74236837,ebird_single,Roseate Tern,Sterna dougallii,4527,Sterna dougallii,roster,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694601,1,false,false,false,true,112,Marine,3,3,Carnivore,Aquatic predator,Aerial,7673719.23,,CJ: How can this be 'lost' from the Watamu pentad? Will have to check if vetting needs to be done!
307,Common Tern,Sterna hirundo,,291,avibase-4D2FF6F1,ebird_single,Common Tern,Sterna hirundo,4518,Sterna hirundo,comter,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,LC,https://datazone.birdlife.org/species/factsheet/22694623,1,false,false,true,true,129.2,Marine,3,3,Carnivore,Aquatic predator,Aerial,30248469.5,,
