SEQ,common_name,scientific_name,merged_SEQ,ADU,avibaseID,flag,comment
253,Asiatic Dowitcher,Limnodromus semipalmatus,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
254,Black-tailed Godwit,Limosa limosa,,265,avibase-454B5CD5,,
255,Bar-tailed Godwit,Limosa lapponica,,266,avibase-9A684C99,,
256,Whimbrel,Numenius phaeopus,,268,avibase-F9305BAA,,
257,Curlew,Numenius arquata,,267,avibase-3BB5CBA6,,
258,Spotted Redshank,Tringa erythropus,,260,avibase-0895DD84,,CJ: interesting that there is a 'decline' - I suspect this is a real one
259,Redshank,Tringa totanus,,261,avibase-D6BFC73A,,
260,Marsh Sandpiper,Tringa stagnatilis,,262,avibase-15CF9352,,
261,Greenshank,Tringa nebularia,,263,avibase-18B415D2,,
262,Green Sandpiper,Tringa ochropus,,259,avibase-A7B17EFC,,
263,Wood Sandpiper,Tringa glareola,,264,avibase-8E67DC5F,,
264,Terek Sandpiper,Xenus cinereus,,257,avibase-6D5992EE,,
265,Common Sandpiper,Actitis hypoleucos,,258,avibase-8548B07E,,
266,Turnstone,Arenaria interpres,,232,avibase-DC3050A9,,
267,Black-winged Stilt,Himantopus himantopus,,270,avibase-3CAEB7CE,,
268,Avocet,Recurvirostra avosetta,,269,avibase-C73ED2F5,,
269,Red-necked Phalarope,Phalaropus lobatus,,272,avibase-E6F3BA54,,
270,Grey Phalarope,Phalaropus fulicarius,,271,avibase-18A19380,,
271,Crab-plover,Dromas ardeola,,273,avibase-C3E33FEB,,CJ: decline surely due to lack of atlassing in the 'red' squares
272,Stone Curlew,Burhinus oedicnemus,,1998,avibase-C7DB323E,This species is prone to misidentification and its maps might be affected by error.,CJ: Almost certainly seriously overlooked
273,Senegal Thick-knee,Burhinus senegalensis,,2000,avibase-85DF723B,,
274,Water Thick-knee,Burhinus vermiculatus,,274,avibase-96CCAFEE,,
275,Spotted Thick-knee,Burhinus capensis,,275,avibase-862F6F04,,
276,Egyptian Plover,Pluvianus aegyptius,,2032,avibase-1B28A4B6,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
277,Cream-coloured Courser,Cursorius cursor,,2026,avibase-6091E70B,,
278,Temminck's Courser,Cursorius temminckii,,277,avibase-7A841F83,,
279,Two-banded Courser,Rhinoptilus africanus,,278,avibase-C130193B,,
280,Heuglin's Courser,Rhinoptilus cinctus,,279,avibase-29D50ED5,,
281,Violet-tipped Courser,Rhinoptilus chalcopterus,,280,avibase-F5145338,,
282,Common Pratincole,Glareola pratincola,,281,avibase-D56ABB4E,,
283,Black-winged Pratincole,Glareola nordmanni,,282,avibase-E1F6A875,,
284,White-collared Pratincole,Glareola nuchalis,,283,avibase-95820ED1,,
285,Madagascar Pratincole,Glareola ocularis,,898,avibase-AC0F25BB,,
286,Brown Skua,Catharacta antarctica,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
287,Pomarine Skua,Stercorarius pomarinus,,285,avibase-7CB8F5B7,,
288,Arctic Skua,Stercorarius parasiticus,,284,avibase-39086887,,
289,Long-tailed Skua,Stercorarius longicaudus,,930,avibase-1D446440,,
290,Sooty Gull,Larus hemprichii,,2058,avibase-67D43542,,
291,White-eyed Gull,Larus leucophthalmus,,900,avibase-A7F240E3,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species is prone to misidentification and its maps might be affected by error.",
292,Great Black-headed Gull,Larus ichthyaetus,,2062,avibase-EF930CDC,This species is prone to misidentification and its maps might be affected by error.,
293,Mediterranean Gull,Larus melanocephalus,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
294,Little Gull,Larus minutus,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
295,Black-headed Gull,Larus ridibundus,,933,avibase-FB02DD96,,"CJ: Yes, this has definitely declined. I don't think the difficulty of ID is the reason "
296,Grey-headed Gull,Larus cirrocephalus,,288,avibase-6EB497FA,,
297,Slender-billed Gull,Larus genei,,1078,avibase-27CE7132,,
298,Lesser Black-backed Gull,Larus fuscus,,4136,avibase-2D52E3A5,Records in the old atlas of Lesser Black-backed Gull and Herring Gull are lumped. This species is prone to misidentification and its maps might be affected by error.,
299,Herring Gull,Larus argentatus,298,#N/A,#N/A,,Folded into SEQ 298 Lesser Black-backed Gull. NOT taxonomic - Larus argentatus remains a valid species (European Herring Gull) in AviList v2025b. Old-atlas 'Herring Gull' records from Kenya are treated as large gulls not safely separable from L. fuscus. Identification decision; 10 squares (1970-1984).
300,Kelp Gull,Larus dominicanus,,287,avibase-E6536E4E,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species is prone to misidentification and its maps might be affected by error.",
301,Gull-billed Tern,Gelochelidon nilotica,,902,avibase-87168739,,
302,Caspian Tern,Sterna caspia,,290,avibase-BC06BC0D,,
303,Crested Tern,Sterna bergii,,298,avibase-526978C4,,
304,Lesser Crested Tern,Sterna bengalensis,,297,avibase-D01CDECD,,
305,Sandwich Tern,Sterna sandvicensis,,296,avibase-F7504353,,
306,Roseate Tern,Sterna dougallii,,293,avibase-74236837,,CJ: How can this be 'lost' from the Watamu pentad? Will have to check if vetting needs to be done!
307,Common Tern,Sterna hirundo,,291,avibase-4D2FF6F1,,
308,White-cheeked Tern,Sterna repressa,,938,avibase-CF5C013D,This species is prone to misidentification and its maps might be affected by error.,"CJ: I can also only suspect that this sp was mis-identified in the early years. It is certainly not nearly as common as the literature suggests, I would say…"
309,Bridled Tern,Sterna anaethetus,,936,avibase-E6518B9D,This species is prone to misidentification and its maps might be affected by error.,"CJ: I can only suspect ths species was mis-identified in the early years - on Whale Is it was stated that Bridled breed alongside the Roseates - but since 1998 when I started there, there have never been any breeding Bridled and in fact I've only recorded Bridled about 4-5 times in 25 years"
310,Sooty Tern,Sterna fuscata,,295,avibase-3E7F825D,,
311,Little Tern,Sterna albifrons,,0,0,,
312,Whiskered Tern,Chlidonias hybridus,,305,avibase-7AB4E42B,This species is prone to misidentification and its maps might be affected by error.,CJ: This needs a note about the difficulty of ID separation from White-winged Black in non-breeding pl
313,Black Tern,Chlidonias niger,,903,avibase-115AF02D,,
314,White-winged Black Tern,Chlidonias leucopterus,,304,avibase-43CAAEE3,,
315,Lesser Noddy,Anous tenuirostris,,939,avibase-03F9EB15,,CJ: I suspect there are several unvetted records in the KBM which mean the distribution is not fully reflected… 
316,Common Noddy,Anous stolidus,,303,avibase-A070171E,,
317,African Skimmer,Rynchops flavirostris,,306,avibase-907B1140,,
318,Chestnut-bellied Sandgrouse,Pterocles exustus,,1960,avibase-F5DE9155,,
319,Black-faced Sandgrouse,Pterocles decoratus,,1958,avibase-70AFED2C,,
320,Lichtenstein's Sandgrouse,Pterocles lichtensteinii,,1962,avibase-F3715F7B,,
321,Four-banded Sandgrouse,Pterocles quadricinctus,,1968,avibase-461482EA,,
322,Yellow-throated Sandgrouse,Pterocles gutturalis,,309,8B6EA5FA0BB8387B,This map might contains errors,CJ: how sure are we about the northern records? Why is it now appearing up there…?
323,Feral Pigeon,Columba livia,,940,avibase-BBA263C2,,
324,Speckled Pigeon,Columba guinea,,311,avibase-A6EA9F02,,
325,Olive Pigeon,Columba arquatrix,,312,avibase-EEDB8253,,
326,Bronze-naped Pigeon,Columba delegorguei,,313,avibase-870E4DDA,,
327,White-winged Dove,Streptopelia reichenowi,,1876,avibase-65FE8029,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species occurs only in an area with high insecurity during the new altas period, thus few or no visits",
328,Ring-necked Dove,Streptopelia capicola,,316,avibase-AB937AEB,,
329,Mourning Dove,Streptopelia decipiens,,315,avibase-70BD722B,,
330,Red-eyed Dove,Streptopelia semitorquata,,314,avibase-9888B3AE,,
331,Turtle Dove,Streptopelia turtur,,1005,avibase-5788552B,,CJ: These rare species maps don't make sense
332,Dusky Turtle Dove,Streptopelia lugens,,1874,avibase-8770C6A7,,
333,Laughing Dove,Streptopelia senegalensis,,317,avibase-B2D6AB06,,
334,Lemon Dove,Aplopelia larvata,,322,avibase-EE40DDB6,This species is prone to misidentification and its maps might be affected by error.,"CJ: This increase is probably more due to observer skill and effort, not a real increase… "
335,Tambourine Dove,Turtur tympanistria,,319,avibase-7308278F,This species is prone to misidentification and its maps might be affected by error.,CJ: It would be interesting to know how many of these 'expansion' records were by ear and not actually SEEN. Am not sure I would trust most people's audio records to differentiate this and Em-spotted
336,Blue-spotted Wood Dove,Turtur afer,,320,avibase-23D5FC36,,
337,Emerald-spotted Wood Dove,Turtur chalcospilos,,321,avibase-BDF442F2,,
338,Black-billed Wood Dove,Turtur abyssinicus,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
339,Namaqua Dove,Oena capensis,,318,avibase-DDC2CC92,,
340,Green Pigeon,Treron calva,,323,avibase-00146574,,
341,Bruce's Green Pigeon,Treron waalia,,1888,avibase-46C90944,,
342,Red-fronted Parrot,Poicephalus gulielmi,,1656,avibase-83D329B5,,
343,Orange-bellied Parrot,Poicephalus rufiventris,,1658,avibase-69661C7D,,
344,Brown Parrot,Poicephalus meyeri,,327,avibase-0ECD9D58,,
345,Brown-headed Parrot,Poicephalus cryptoxanthus,,328,avibase-4A039821,This map might contains errors,
346,Grey Parrot,Psittacus erithacus,,1664,avibase-A20878F0,,
347,Red-headed Lovebird,Agapornis pullaria,,1640,avibase-1E2EC99C,This map might contains errors,
348,Yellow-collared Lovebird,Agapornis personata,349,#N/A,#N/A,,Folded into SEQ 349 Fischer's Lovebird. NOT taxonomic - Agapornis personatus remains a valid species in AviList v2025b. Kenyan birds form a fischeri x personatus hybrid swarm and are mapped as one concept (eBird hybrid x00671). Identification decision; 9 squares (1970-1984).
349,Fischer's Lovebird,Agapornis fischeri,,10031,0,Records in the old atlas of both Yellow-collared Lovebird and Fischer's Lovebird are lumped.,
350,Rose-ringed Parrakeet,Psittacula krameri,,0,0,,
351,Great Blue Turaco,Corythaeola cristata,,1696,avibase-002445CB,,
352,Eastern Grey Plantain-eater,Crinifer zonurus,,1704,avibase-10B14696,,
353,Bare-faced Go-away-bird,Corythaixoides personata,,1700,avibase-215428B0,,CJ: expansion due to climate change? Drying habitats??
354,White-bellied Go-away-bird,Corythaixoides leucogaster,,1698,avibase-2AA4BC58,This map might contains errors,CJ: What's with the comment about errors for this easy-to-ID species??
355,Fischer's Turaco,Tauraco fischeri,,1716,avibase-D5846D2A,,
356,Livingstone's Turaco,Tauraco livingstonii,,338,avibase-22952180,,
357,Black-billed Turaco,Tauraco schuetti,,1730,avibase-C9A1C773,,
358,Hartlaub's Turaco,Tauraco hartlaubi,,1718,avibase-94214F1C,,CJ: Interesting that this regional endemic has spread - maybe it's more adaptable to living in semi-agricultural land??
359,White-crested Turaco,Tauraco leucolophus,,1720,avibase-FF2AF138,,CJ: This loss to the south is probably real - habitat change
360,Violet-crested Turaco,Tauraco porphyreolophus,,337,avibase-76E45A19,,
361,Ross's Turaco,Musophaga rossae,,942,avibase-2C7BA3A6,,
362,Great Spotted Cuckoo,Clamator glandarius,,346,avibase-3D67C56A,,"CJ: Yes, this decline is surely correct"
363,Black and white Cuckoo,Clamator jacobinus,,348,avibase-BF0A0954,,
364,Levaillant's Cuckoo,Clamator levaillantii,,347,avibase-3C8C3A31,,
365,Red-chested Cuckoo,Cuculus solitarius,,343,avibase-26A34DA5,,
366,Black Cuckoo,Cuculus clamosus,,344,avibase-EDB84334,This map might contains errors,CJ: I think there are records submitted as this which are in fact Black Cuckoo-Shrike. The northern coastal records I seriously doubt unless seen by someone who really knows their birds or photographed and confirmed.
367,African Cuckoo,Cuculus gularis,,341,avibase-66931B3F,This species is prone to misidentification and its maps might be affected by error.,
368,Eurasian Cuckoo,Cuculus canorus,,340,avibase-B3D2C3C5,This species is prone to misidentification and its maps might be affected by error.,
369,Lesser Cuckoo,Cuculus poliocephalus,,4130,avibase-FF41B79F,This species is prone to misidentification and its maps might be affected by error.,
370,Thick-billed Cuckoo,Pachycoccyx audeberti,,345,avibase-2AD52363,,
371,Barred Long-tailed Cuckoo,Cercococcyx montanus,,923,avibase-B8D42059,,
372,Emerald Cuckoo,Chrysococcyx cupreus,,350,avibase-1B309CB5,,
373,Klaas's Cuckoo,Chrysococcyx klaas,,351,avibase-1FACD210,,
374,Didric Cuckoo,Chrysococcyx caprius,,352,avibase-0482FA7E,,
375,Blue-headed Coucal,Centropus monachus,,1628,avibase-7C879D6D,This map might contains errors,
376,Senegal Coucal,Centropus senegalensis,,355,avibase-4A83155B,,
377,White-browed Coucal,Centropus superciliosus,,1036,avibase-BD2BC35C,,
378,Black Coucal,Centropus grillii,,353,avibase-DB09507D,,
379,Yellowbill,Ceuthmochares aereus,,0,0,,CJ: Intriguing re the 'expansion' into central Kenya - which race / species is this one? 
380,Cape Grass Owl,Tyto capensis,,360,avibase-B21A37E7,,
381,Barn Owl,Tyto alba,,359,avibase-FEE35F4C,,
382,Scops Owl,Otus scops,,0,0,,
383,Sokoke Scops Owl,Otus ireneae,,1780,avibase-75194A63,,
384,White-faced Scops Owl,Otus leucotis,,0,0,,
385,Cape Eagle Owl,Bubo capensis,,367,avibase-3CD0F535,,
386,Spotted Eagle Owl,Bubo africanus,,0,38E24616E2326A50,,
387,Verreaux's Eagle Owl,Bubo lacteus,,369,avibase-EBD3129B,,
388,Pel's Fishing Owl,Scotopelia peli,,370,avibase-034B2A6A,"This species occurs only in an area with high insecurity during the new altas period, thus few or no visits",
389,African Wood Owl,Ciccaba woodfordii,,362,avibase-2E6575A8,,
390,Barred Owlet,Glaucidium capense,,366,avibase-77FEB897,,
391,Pearl-spotted Owlet,Glaucidium perlatum,,365,avibase-70CB00EC,,
392,Red-chested Owlet,Glaucidium tephronotum,,1764,avibase-E05A96F3,,
393,Long-eared Owl,Asio otus,,1738,avibase-250123FB,,
394,African Marsh Owl,Asio capensis,,361,avibase-83E21A84,,
395,Short-eared Owl,Asio flammeus,,1740,avibase-8F123A11,,
396,Star-spotted Nightjar,Caprimulqus stellatus,,1836,avibase-CE884D49,,
397,Fiery-necked Nightjar,Caprimulqus pectoralis,,0,avibase-7E3578A2,,CJ: Lack of atlassing in these squares where there is a 'decline'? Esp atlassing that would search for nocturnal spp
398,Montane Nightjar,Caprimulqus poliocephalus,,357,avibase-FB96690D,,
399,Nubian Nightjar,Caprimulqus nubicus,,1830,avibase-626D56E4,,
400,Dusky Nightjar,Caprimulqus fraenatus,,1824,avibase-E93A0F33,,
401,Eurasian Nightjar,Caprimulgus europaeus,,371,avibase-80D4B0FE,,CJ: I suspect the increase shown is due to greater interest and knowledge of nightjars than a 'real' increase
402,Plain Nightjar,Caprimulqus inornatus,,1826,avibase-7C3959D6,,
403,Freckled Nightjar,Caprimulqus tristigma,,374,avibase-E3C780D6,This species is prone to misidentification and its maps might be affected by error.,CJ: This is a crazy increase for this species! Is it seriously 'real'?? 
404,Donaldson-Smith's Nightjar,Caprimulqus donaldsoni,,1818,avibase-D1D9B619,This species is prone to misidentification and its maps might be affected by error.,CJ: For all the nightjars… it might be worth adding a comment about the difficulty in ID'ing them? 
405,White-tailed Nightjar,Caprimulqus natalensis,,375,avibase-52E6406E,,
406,Slender-tailed Nightjar,Caprimulqus clarus,,1814,avibase-54494BCE,,
407,Long-tailed Nightjar,Caprimulqus climacurus,,1816,avibase-A20EA34D,,
408,Gabon Nightjar,Caprimulqus fossii,,376,avibase-4FD242D0,There is likely an error of identification or taxnomy with the old atlas data,
409,Standard-winged Nightjar,Macrodipteryx longipennis,,1838,avibase-D36F4D98,,
410,Pennant-winged Nightjar,Macrodipteryx vexillarius,,377,avibase-A526534E,,
411,Sabine's Spinetail,Rhaphidura sabini,,1686,avibase-1E12D857,,
412,Mottle-throated Spinetail,Telacanthura ussheri,,388,avibase-8ACC245F,,CJ: Interesting supposed decline in this distribution - I guess it could be…
413,Böhm's Spinetail,Neafrapus boehmi,,389,avibase-0D52DFC7,,
414,Scarce Swift,Schoutedenapus myoptilus,,904,avibase-8439A6E7,This species is prone to misidentification and its maps might be affected by error.,CJ: I think a note about the difficult of ID'ing this and other 'black swifts' is worth including…
415,African Palm Swift,Cypsiurus parvus,,387,avibase-DA106373,,CJ: This sp is def associated with human habitation as so many people like to plant palms and thus create habitat for them…
416,Mottled Swift,Apus aequatorialis,,382,avibase-91429F78,,
417,Alpine Swift,Apus melba,,386,avibase-FA1CAD29,,
418,Eurasian Swift,Apus apus,,378,avibase-4E6EF3F9,This species is prone to misidentification and its maps might be affected by error.,
419,Black Swift,Apus barbatus,,380,avibase-DEE4829A,This species is prone to misidentification and its maps might be affected by error.,CJ: YES! I cannot believe that the species has spread quite so much. This is def an 
420,Forbes-Watson's Swift,Apus berliozi,,1674,avibase-45D3FD5A,This species is prone to misidentification and its maps might be affected by error.,
421,Nyanza Swift,Apus niansae,,1676,avibase-2103011F,,
422,White-rumped Swift,Apus caffer,,383,avibase-FA9F6019,,
423,Horus Swift,Apus horus,,384,avibase-FF79A533,,
424,Little Swift,Apus affinis,,385,avibase-D209A90C,,
425,Speckled Mousebird,Colius striatus,,390,avibase-1FDDABDB,,
426,White-headed Mousebird,Colius leucocephalus,,1588,avibase-ADDB3611,,
427,Blue-naped Mousebird,Urocolius macrourus,,1590,avibase-E45D9EB2,,
428,Narina's Trogon,Apaloderma narina,,393,avibase-7FED5700,,
429,Bar-tailed Trogon,Apaloderma vittatum,,944,avibase-2F2CB724,,
430,Giant Kingfisher,Ceryle maxima,,395,avibase-F51C1C4A,,
431,Pied Kingfisher,Ceryle rudis,,394,avibase-8205077F,,
432,Half-collared Kingfisher,Alcedo semitorquata,,396,avibase-F9F5CAB0,,
433,Shining-blue Kingfisher,Alcedo quadribrachys,,959,avibase-A376DE65,,
434,Malachite Kingfisher,Alcedo cristata,,397,avibase-7149F93D,,
435,Pygmy Kingfisher,Ispidina picta,,398,avibase-C0998BB9,,
436,Chestnut-bellied Kingfisher,Halcyon leucocephala,,401,avibase-178B6892,,
437,Brown-hooded Kingfisher,Halcyon albiventris,,402,avibase-C5D3CB2A,This species is prone to misidentification and its maps might be affected by error.,
438,Striped Kingfisher,Halcyon chelicuti,,403,avibase-AB51824B,,
439,Woodland Kingfisher,Halcyon senegalensis,,399,avibase-47E71671,,
440,Mangrove Kingfisher,Halcyon senegaloides,,400,avibase-1F360691,,
441,White-fronted Bee-eater,Merops bullockoides,,409,avibase-38507A80,,
442,Little Bee-eater,Merops pusillus,,410,avibase-C0A68CA0,,
443,Blue-breasted Bee-eater,Merops variegatus,,1584,avibase-A90C512F,,
444,Cinnamon-chested Bee-eater,Merops oreobates,,1578,avibase-B85B93BB,This map might contains errors,
445,Swallow-tailed Bee-eater,Merops hirundineus,,411,avibase-910E6D86,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
446,Madagascar Bee-eater,Merops superciliosus,,406,avibase-AC89B8FF,,
447,Blue-cheeked Bee-eater,Merops persicus,,405,avibase-6EE45113,,
448,Eurasian Bee-eater,Merops apiaster,,404,avibase-66AA3934,,
449,Blue-headed Bee-eater,Merops muelleri,,1574,avibase-72CAA64D,,
450,White-throated Bee-eater,Merops albicollis,,1034,avibase-03C4A0C9,,
451,Somali Bee-eater,Merops revoilii,,1582,avibase-AFA39D5A,,
452,Carmine Bee-eater,Merops nubicus,,1576,avibase-2125426A,,
453,Abyssinian Roller,Coracias abyssinica,,1530,avibase-E7C7EE3A,,
454,Eurasian Roller,Coracias garrulus,,412,avibase-7451A628,,
455,Lilac-breasted Roller,Coracias caudata,,413,avibase-9E9B6EF9,,
456,Rufous-crowned Roller,Coracias naevia,,415,avibase-2624054E,,
457,Broad-billed Roller,Eurystomus glaucurus,,416,avibase-4F01F416,,
458,Hoopoe,Upupa epops,,1512,avibase-FA2F9125,,
