Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
31565,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Amblycercus holosericeus,Yellow-billed Cacique,Yellow-billed Cacique,yebcac1,avibase-8DAADD7F,LC,https://datazone.birdlife.org/species/factsheet/22724065
31570,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cassiculus melanicterus,Mexican Cacique,Yellow-winged Cacique,yewcac1,avibase-B966FC72,LC,https://datazone.birdlife.org/species/factsheet/22724061
31572,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius angustifrons,Russet-backed Oropendola,Russet-backed Oropendola,ruboro1,avibase-A7ED11A4,NE,
31580,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius atrovirens,Dusky-green Oropendola,Dusky-green Oropendola,dugoro1,avibase-9EAB043D,LC,https://datazone.birdlife.org/species/factsheet/22723988
31581,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius viridis,Green Oropendola,Green Oropendola,greoro1,avibase-FC234BA1,LC,https://datazone.birdlife.org/species/factsheet/22723985
31582,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius decumanus,Crested Oropendola,Crested Oropendola,creoro1,avibase-509940AF,LC,https://datazone.birdlife.org/species/factsheet/22723982
31587,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius wagleri,Chestnut-headed Oropendola,Chestnut-headed Oropendola,chhoro1,avibase-0B4AD6B3,LC,https://datazone.birdlife.org/species/factsheet/22723994
31590,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius montezuma,Montezuma Oropendola,Montezuma Oropendola,monoro1,avibase-156BF650,LC,https://datazone.birdlife.org/species/factsheet/22724004
31591,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius guatimozinus,Black Oropendola,Black Oropendola,blaoro1,avibase-0BA83156,LC,https://datazone.birdlife.org/species/factsheet/22724025
31592,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius cassini,Baudo Oropendola,Baudo Oropendola,bauoro2,avibase-B7EA49C4,VU,https://datazone.birdlife.org/species/factsheet/22724010
31593,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Psarocolius bifasciatus,Olive Oropendola,Olive Oropendola,olioro1,avibase-F1A7591B,LC,https://datazone.birdlife.org/species/factsheet/22724017
31598,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus solitarius,Solitary Cacique,Solitary Black Cacique,sobcac1,avibase-FF72F24A,LC,https://datazone.birdlife.org/species/factsheet/22724057
31599,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus chrysopterus,Golden-winged Cacique,Golden-winged Cacique,gowcac1,avibase-F2510641,LC,https://datazone.birdlife.org/species/factsheet/22724046
31600,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus sclateri,Ecuadorian Cacique,Ecuadorian Cacique,ecucac1,avibase-91B94FDB,LC,https://datazone.birdlife.org/species/factsheet/22724054
31601,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus koepckeae,Selva Cacique,Selva Cacique,selcac1,avibase-7354E7B8,NT,https://datazone.birdlife.org/species/factsheet/22724043
31602,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus uropygialis,Scarlet-rumped Cacique,Scarlet-rumped Cacique,scrcac1,avibase-73399D4E,NE,
31606,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus cela,Yellow-rumped Cacique,Yellow-rumped Cacique,yercac1,avibase-EC71EBAC,NE,
31610,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus chrysonotus,Mountain Cacique,Mountain Cacique,moucac1,avibase-4663E94B,LC,https://datazone.birdlife.org/species/factsheet/22731284
31614,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus latirostris,Band-tailed Cacique,Band-tailed Cacique,batoro1,avibase-E3289E7B,LC,https://datazone.birdlife.org/species/factsheet/22723997
31615,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus haemorrhous,Red-rumped Cacique,Red-rumped Cacique,rercac1,avibase-020E6199,LC,https://datazone.birdlife.org/species/factsheet/22724034
31619,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Cacicus oseryi,Casqued Cacique,Casqued Cacique,casoro2,avibase-408714DF,LC,https://datazone.birdlife.org/species/factsheet/22723976
31621,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus dominicensis,Hispaniolan Oriole,Hispaniolan Oriole,graori1,avibase-4760A99A,LC,https://datazone.birdlife.org/species/factsheet/22736363
31622,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus melanopsis,Cuban Oriole,Cuban Oriole,graori2,avibase-A965AA91,LC,https://datazone.birdlife.org/species/factsheet/22736377
31623,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus northropi,Bahama Oriole,Bahama Oriole,graori3,avibase-C70AA182,EN,https://datazone.birdlife.org/species/factsheet/22736369
31624,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus portoricensis,Puerto Rican Oriole,Puerto Rican Oriole,graori4,avibase-05284D57,LC,https://datazone.birdlife.org/species/factsheet/22736385
31625,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus laudabilis,St. Lucia Oriole,St. Lucia Oriole,stlori1,avibase-B196BC41,EN,https://datazone.birdlife.org/species/factsheet/22724153
31626,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus oberi,Montserrat Oriole,Montserrat Oriole,monori1,avibase-80F9BE4B,VU,https://datazone.birdlife.org/species/factsheet/22724147
31627,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus bonana,Martinique Oriole,Martinique Oriole,marori1,avibase-ED0ABA39,VU,https://datazone.birdlife.org/species/factsheet/22724150
31628,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus wagleri,Black-vented Oriole,Black-vented Oriole,bkvori,avibase-87CD97E1,LC,https://datazone.birdlife.org/species/factsheet/22724139
31631,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus maculialatus,Bar-winged Oriole,Bar-winged Oriole,bawori1,avibase-A7BA7359,LC,https://datazone.birdlife.org/species/factsheet/22724157
31632,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus prosthemelas,Black-cowled Oriole,Black-cowled Oriole,bkcori,avibase-071A4C74,LC,https://datazone.birdlife.org/species/factsheet/22731543
31635,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus spurius,Orchard Oriole,Orchard Oriole,orcori,avibase-000482C9,NE,
31638,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus cucullatus,Hooded Oriole,Hooded Oriole,hooori,avibase-526A3692,LC,https://datazone.birdlife.org/species/factsheet/22724131
31644,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus chrysater,Yellow-backed Oriole,Yellow-backed Oriole,yebori1,avibase-379A7116,LC,https://datazone.birdlife.org/species/factsheet/22724084
31648,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus auricapillus,Orange-crowned Oriole,Orange-crowned Oriole,orcori1,avibase-A27737B7,LC,https://datazone.birdlife.org/species/factsheet/22724099
31649,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus graceannae,White-edged Oriole,White-edged Oriole,wheori1,avibase-E7F4C5C9,LC,https://datazone.birdlife.org/species/factsheet/22724102
31650,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus mesomelas,Yellow-tailed Oriole,Yellow-tailed Oriole,yetori1,avibase-2E74AF7D,LC,https://datazone.birdlife.org/species/factsheet/22724096
31655,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus cayanensis,Epaulet Oriole,Epaulet Oriole,epaori1,avibase-1A71A997,NE,
31658,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus pyrrhopterus,Variable Oriole,Variable Oriole,epaori4,avibase-C9B58AFF,LC,https://datazone.birdlife.org/species/factsheet/22731801
31663,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus icterus,Venezuelan Troupial,Venezuelan Troupial,ventro1,avibase-B7C6DEB5,LC,https://datazone.birdlife.org/species/factsheet/22735310
31667,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus jamacaii,Campo Troupial,Campo Troupial,camtro1,avibase-24D0C888,LC,https://datazone.birdlife.org/species/factsheet/22724120
31668,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus croconotus,Orange-backed Troupial,Orange-backed Troupial,orbtro3,avibase-4B32828D,LC,https://datazone.birdlife.org/species/factsheet/22735315
31671,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus pustulatus,Streak-backed Oriole,Streak-backed Oriole,stbori,avibase-DA089C8E,LC,https://datazone.birdlife.org/species/factsheet/22724111
31680,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus bullockiorum,Bullock's Oriole,Bullock's Oriole,bulori,avibase-7E65A952,LC,https://datazone.birdlife.org/species/factsheet/22729123
31681,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus auratus,Orange Oriole,Orange Oriole,oraori1,avibase-CC30267C,LC,https://datazone.birdlife.org/species/factsheet/22724093
31682,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus leucopteryx,Jamaican Oriole,Jamaican Oriole,jamori1,avibase-4690E0C3,LC,https://datazone.birdlife.org/species/factsheet/22724090
31686,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus nigrogularis,Yellow Oriole,Yellow Oriole,yelori1,avibase-F20EFF95,LC,https://datazone.birdlife.org/species/factsheet/22724087
31691,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus pectoralis,Spot-breasted Oriole,Spot-breasted Oriole,spbori,avibase-D8B8C2B9,LC,https://datazone.birdlife.org/species/factsheet/22724105
31696,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus gularis,Altamira Oriole,Altamira Oriole,altori,avibase-1F87083D,LC,https://datazone.birdlife.org/species/factsheet/22724108
31700,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus graduacauda,Audubon's Oriole,Audubon's Oriole,audori,avibase-13B1B968,LC,https://datazone.birdlife.org/species/factsheet/22724081
31705,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus galbula,Baltimore Oriole,Baltimore Oriole,balori,avibase-5110842F,LC,https://datazone.birdlife.org/species/factsheet/22724126
31706,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus abeillei,Black-backed Oriole,Black-backed Oriole,blbori1,avibase-6055C1FB,LC,https://datazone.birdlife.org/species/factsheet/22729128
31707,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icterus parisorum,Scott's Oriole,Scott's Oriole,scoori,avibase-9EE6D524,LC,https://datazone.birdlife.org/species/factsheet/22724160
31709,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Nesopsar nigerrimus,Jamaican Blackbird,Jamaican Blackbird,jambla1,avibase-F8918F08,EN,https://datazone.birdlife.org/species/factsheet/22724163
31711,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Agelaius phoeniceus,Red-winged Blackbird,Red-winged Blackbird,rewbla,avibase-C86D078E,LC,https://datazone.birdlife.org/species/factsheet/22724191
31734,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Agelaius assimilis,Red-shouldered Blackbird,Red-shouldered Blackbird,resbla1,avibase-06132304,LC,https://datazone.birdlife.org/species/factsheet/22729118
31735,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Agelaius tricolor,Tricolored Blackbird,Tricolored Blackbird,tribla,avibase-80285D5C,EN,https://datazone.birdlife.org/species/factsheet/22724196
31736,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Agelaius humeralis,Tawny-shouldered Blackbird,Tawny-shouldered Blackbird,tasbla,avibase-0A232F2A,LC,https://datazone.birdlife.org/species/factsheet/22724206
31739,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Agelaius xanthomus,Yellow-shouldered Blackbird,Yellow-shouldered Blackbird,yesbla1,avibase-A349723D,EN,https://datazone.birdlife.org/species/factsheet/22724209
31743,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus rufoaxillaris,Screaming Cowbird,Screaming Cowbird,scrcow1,avibase-524DF588,LC,https://datazone.birdlife.org/species/factsheet/22724342
31744,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus bonariensis,Shiny Cowbird,Shiny Cowbird,shicow,avibase-AA779804,LC,https://datazone.birdlife.org/species/factsheet/22724345
31752,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus aeneus,Bronzed Cowbird,,brocow1,avibase-EAEEA093,LC,https://datazone.birdlife.org/species/factsheet/22732035
31756,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus armenti,Bronze-brown Cowbird,,brocow2,avibase-C21B323A,NT,https://datazone.birdlife.org/species/factsheet/22724722
31757,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus ater,Brown-headed Cowbird,Brown-headed Cowbird,bnhcow,avibase-1E1AB415,LC,https://datazone.birdlife.org/species/factsheet/22724354
31761,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Molothrus oryzivorus,Giant Cowbird,Giant Cowbird,giacow,avibase-91375A56,LC,https://datazone.birdlife.org/species/factsheet/22724358
31765,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Dives dives,Melodious Blackbird,Melodious Blackbird,melbla1,avibase-19784EAF,LC,https://datazone.birdlife.org/species/factsheet/22724302
31766,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Dives warczewiczi,Scrub Blackbird,Scrub Blackbird,scrbla1,avibase-6C3773C7,LC,https://datazone.birdlife.org/species/factsheet/22724305
31770,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Ptiloxena atroviolacea,Cuban Blackbird,Cuban Blackbird,cubbla,avibase-5716ACB7,LC,https://datazone.birdlife.org/species/factsheet/22724294
31772,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Euphagus cyanocephalus,Brewer's Blackbird,Brewer's Blackbird,brebla,avibase-EA5E858A,NT,https://datazone.birdlife.org/species/factsheet/22724332
31773,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Euphagus carolinus,Rusty Blackbird,Rusty Blackbird,rusbla,avibase-5F77FED5,VU,https://datazone.birdlife.org/species/factsheet/22724329
31777,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus quiscula,Common Grackle,Common Grackle,comgra,avibase-8BBB3255,NT,https://datazone.birdlife.org/species/factsheet/22724320
31781,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus major,Boat-tailed Grackle,Boat-tailed Grackle,botgra,avibase-EF47E15D,LC,https://datazone.birdlife.org/species/factsheet/22724311
31786,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus mexicanus,Great-tailed Grackle,Great-tailed Grackle,grtgra,avibase-5CBA3391,LC,https://datazone.birdlife.org/species/factsheet/22724308
31795,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus palustris,Slender-billed Grackle,Slender-billed Grackle,slbgra1,avibase-C19704C9,EX,https://datazone.birdlife.org/species/factsheet/22724314
31796,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus nicaraguensis,Nicaraguan Grackle,Nicaraguan Grackle,nicgra1,avibase-D1DD7CD0,LC,https://datazone.birdlife.org/species/factsheet/22724317
31797,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus niger,Greater Antillean Grackle,Greater Antillean Grackle,gragra1,avibase-E941AD9F,LC,https://datazone.birdlife.org/species/factsheet/22724323
31805,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Quiscalus lugubris,Carib Grackle,Carib Grackle,cargra1,avibase-159FB51C,LC,https://datazone.birdlife.org/species/factsheet/22724326
31815,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Macroagelaius subalaris,Colombian Mountain Grackle,Mountain Grackle,mougra1,avibase-7290E17C,EN,https://datazone.birdlife.org/species/factsheet/22724290
31816,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Macroagelaius imthurni,Golden-tufted Mountain Grackle,Golden-tufted Grackle,gotgra1,avibase-4778FAB7,LC,https://datazone.birdlife.org/species/factsheet/22724286
