TAXON_CONCEPT_ID	n_records
avibase-B285E2B0	39
avibase-126E0CFA	39
avibase-EADB2314	38
avibase-429FF689	38
avibase-03F9EB15	38
avibase-011057AD	38
avibase-A77D4A77	37
avibase-A51A5F84	37
avibase-25F4FE96	37
avibase-B2E6AB9F	36
avibase-869C978C	36
avibase-5945349B	36
avibase-4850C24A	36
avibase-461482EA	36
avibase-1D07B501	36
avibase-CC65921F	35
avibase-9CDA630C	35
avibase-8492E4B7	35
avibase-4B8D1BAD	35
avibase-D5384047	34
avibase-CD569EC4	34
avibase-B142856F	34
avibase-9732B683	34
avibase-626D56E4	34
avibase-CA08045E	33
avibase-A2E4F761	33
avibase-5B603707	33
avibase-FCBBCD61	32
avibase-4ED105CA	32
avibase-66F40AD0	31
avibase-572C4C7F	31
avibase-22D1B4A2	31
avibase-E1F6A875	30
avibase-AAE6F743	30
avibase-6EC9AAA4	30
avibase-68E80B6A	30
avibase-60A9B5E3	30
avibase-2AA13F1D	30
avibase-D029B521	29
avibase-BDB1EBDD	29
avibase-6A0BA87A	29
avibase-1BC5FAD4	29
avibase-F8041931	28
avibase-E6518B9D	28
avibase-D81AC961	27
avibase-BE56C141	27
avibase-B552AFE3	27
avibase-7E9CC505	27
avibase-373286B2	27
avibase-277B3BB4	27
avibase-E593807A	26
avibase-B0E7740F	26
avibase-8995B8DE	26
avibase-80BC978E	26
avibase-C235C72D	25
avibase-BEDA5DA6	25
avibase-948ED65C	25
avibase-844A290B	25
avibase-6D833566	25
avibase-68A80086	25
avibase-06DD9D95	25
avibase-034B2A6A	25
avibase-023D6E38	25
avibase-AEEF72BC	24
avibase-A90C512F	24
avibase-681F4BB8	24
avibase-079BB199	24
avibase-579DF94A	23
avibase-0188C7DA	23
avibase-F5145338	22
avibase-F4E78AFA	22
avibase-A82387F1	22
avibase-83E5801B	22
avibase-7FEAEF5D	22
avibase-739A97EE	22
avibase-2F65DBDD	22
avibase-07C11CF3	22
avibase-FFEE3236	21
avibase-E79026DE	21
avibase-BCCD5840	21
avibase-BC6C3CCE	21
avibase-B605A049	21
avibase-7784550D	21
avibase-45D3FD5A	21
avibase-1E12D857	21
avibase-E0093565	20
avibase-BD7558AD	20
avibase-83E9421C	20
avibase-7E257242	20
avibase-5C7D1CC1	20
avibase-34D5B04D	20
avibase-195C3DCD	20
avibase-E7DC526A	19
avibase-CA851436	19
avibase-857DCDD5	19
avibase-528F0652	19
avibase-0319D393	19
avibase-E40C1C33	18
avibase-D3FDB845	18
avibase-CE884D49	18
avibase-A96F1467	18
avibase-8AB622BB	18
avibase-788EBCAB	18
avibase-718A3B70	18
avibase-67930127	18
avibase-198120BB	18
avibase-E94A7272	17
avibase-9BF60D8D	17
avibase-7EF4005E	17
avibase-7B40A436	17
avibase-7AFF9ACE	17
avibase-6A394479	17
avibase-19EDD44C	17
avibase-F837F893	16
avibase-D36F4D98	16
avibase-D295D249	16
avibase-CAC5AD6C	16
avibase-7701002A	16
avibase-6E5BE71A	16
avibase-6443257B	16
avibase-561DC9AC	16
avibase-521D2C7A	16
avibase-3FC23978	16
avibase-0C24147B	16
avibase-F7504353	15
avibase-DB376A66	15
avibase-D0EAD8A3	15
avibase-797FD302	15
avibase-6E352E18	15
avibase-5C0BC05C	15
avibase-529E7777	15
avibase-4A1F1D11	15
avibase-2BD7F8B5	15
avibase-0DA72A61	15
avibase-0A4609D1	15
avibase-0902EAF7	15
avibase-7763FEC8	14
avibase-6C7BEEC6	14
avibase-33DBF5CC	14
avibase-2C7AA154	14
avibase-2A3F24F8	14
avibase-FE572264	13
avibase-B2E413B2	13
avibase-9C66B09E	13
avibase-9178651C	13
avibase-64E386FE	13
avibase-56C6CBA8	13
avibase-15EE0D36	13
avibase-09ED7E92	13
avibase-02167D7E	13
avibase-FDCCFEC1	12
avibase-F45DB563	12
avibase-D7A0E987	12
avibase-B21A37E7	12
avibase-AE3ADDBA	12
avibase-AC5DD3C5	12
avibase-9A4AA945	12
avibase-4A53AC34	12
avibase-469DCF57	12
avibase-2723EFFC	12
avibase-08D76E8B	12
avibase-F86E768E	11
avibase-CDF4A106	11
avibase-8504A7A2	11
avibase-7884F0D6	11
avibase-6E682612	11
avibase-56467226	11
avibase-5086F50B	11
avibase-47210561	11
avibase-46C90944	11
avibase-3F7E03BE	11
avibase-FC523946	10
avibase-EE2F3B61	10
avibase-DCA6C565	10
avibase-CAA45AC6	10
avibase-87289665	10
avibase-83F7457A	10
avibase-69A488E1	10
avibase-439F76D1	10
avibase-38EA4555	10
avibase-17E7F90B	10
avibase-9CCAD0BE	9
avibase-951890AD	9
avibase-8D6CB009	9
avibase-8D04DAAF	9
avibase-87797B47	9
avibase-8490C7B3	9
avibase-6348DE74	9
avibase-5834C524	9
avibase-49A14FC7	9
avibase-441918B5	9
avibase-2914C00D	9
avibase-27BE329F	9
avibase-2064577F	9
avibase-1CB41EB5	9
avibase-FB84DF4D	8
avibase-F9F5CAB0	8
avibase-F501ED18	8
avibase-E90CC64A	8
avibase-E578ADF2	8
avibase-D0F12B80	8
avibase-CA34C05A	8
avibase-CA0A7867	8
avibase-AA4385A2	8
avibase-A5E8FB97	8
avibase-A113792C	8
avibase-8FB8FBF2	8
avibase-7C8BC7CF	8
avibase-6BAC8CC1	8
avibase-5EC21767	8
avibase-5C70AA7D	8
avibase-51FD3E3C	8
avibase-50DE709E	8
avibase-4167B45D	8
avibase-41141E35	8
avibase-310375B6	8
avibase-18546CF6	8
avibase-115F04DD	8
avibase-01B04C17	8
avibase-D624520A	7
avibase-D4A066EA	7
avibase-C4482AC9	7
avibase-AF0D818A	7
avibase-9D3C044A	7
avibase-997A9437	7
avibase-89C51401	7
avibase-876F7E82	7
avibase-7E70D490	7
avibase-73875E1D	7
avibase-6E8EA94E	7
avibase-5DEB4565	7
avibase-57816EB6	7
avibase-460708F9	7
avibase-2EB52576	7
avibase-259134DB	7
avibase-1FF0754B	7
avibase-086290D2	7
avibase-06A622A3	7
avibase-060AF4FA	7
avibase-F00CC288	6
avibase-D7149E6A	6
avibase-C7DB323E	6
avibase-C07FB88A	6
avibase-C001949F	6
avibase-ACC99F35	6
avibase-AA5D30DA	6
avibase-9291885C	6
avibase-91311B39	6
avibase-910E6D86	6
avibase-881C954D	6
avibase-830FF017	6
avibase-76CA334E	6
avibase-5672A1E0	6
avibase-4EF541F0	6
avibase-4D321548	6
avibase-486103D7	6
avibase-1725B07D	6
avibase-15369E8E	6
avibase-13967506	6
avibase-0C8B9FA4	6
avibase-F234B7E3	5
avibase-EF930CDC	5
avibase-EF6293B7	5
avibase-DDEF7228	5
avibase-DB27CEDE	5
avibase-D85EF404	5
avibase-D418393D	5
avibase-CDC09064	5
avibase-C2E11E81	5
avibase-BF3D3E26	5
avibase-BC4B1C57	5
avibase-BBBFDD5B	5
avibase-AC5AE0A0	5
avibase-A79D06E6	5
avibase-A6DFFC15	5
avibase-8E03D909	5
avibase-80A3185D	5
avibase-7CB8F5B7	5
avibase-6E9DA935	5
avibase-688582BF	5
avibase-6068DA65	5
avibase-5B115F6C	5
avibase-5788552B	5
avibase-535524BE	5
avibase-50F1F47F	5
avibase-4B5155CD	5
avibase-39086887	5
avibase-2E4AEDD6	5
avibase-115CB3F4	5
avibase-1153E1D7	5
avibase-0AF8F76D	5
avibase-E91E7830	4
avibase-E32DAEE2	4
avibase-D0C68FE0	4
avibase-C67FD539	4
avibase-C235A4D7	4
avibase-C06D1FF2	4
avibase-BDEB541C	4
avibase-BA7B32E6	4
avibase-B687ACB6	4
avibase-A0A584C1	4
avibase-9D784624	4
avibase-9C172F06	4
avibase-8E833C63	4
avibase-861272FD	4
avibase-8372FFBA	4
avibase-7C2760B2	4
avibase-71A552DA	4
avibase-66EC1A85	4
avibase-5235C469	4
avibase-502D1AE0	4
avibase-484D0DD5	4
avibase-47B16A4A	4
avibase-376C6C1A	4
avibase-2E0E6C82	4
avibase-250CDA58	4
avibase-1FA0B593	4
avibase-1C615B6F	4
avibase-1A15F0C6	4
avibase-0F3218D7	4
avibase-0D8BDD35	4
avibase-04B49AE7	4
avibase-02E915C3	4
avibase-F9A7FAD9	3
avibase-EBA9F2C4	3
avibase-EA72BB29	3
avibase-DF26171F	3
avibase-D980D726	3
avibase-D674D91D	3
avibase-D5813CA4	3
avibase-CF292C9B	3
avibase-C8D08ECB	3
avibase-C5FB15C6	3
avibase-C1B352F1	3
avibase-C11F1C12	3
avibase-BD3BFD8A	3
avibase-BBDF2F1B	3
avibase-BB11EE7F	3
avibase-B053AC57	3
avibase-AB8E1D95	3
avibase-9CE701D4	3
avibase-9CAC1F36	3
avibase-9BCEC568	3
avibase-8F123A11	3
avibase-85625D75	3
avibase-7D1AE743	3
avibase-79A2F8F9	3
avibase-6BBD81D7	3
avibase-6B1CFC3C	3
avibase-6AB0EB18	3
avibase-67CEA1C1	3
avibase-640E47B9	3
avibase-5796E9FE	3
avibase-53456BBC	3
avibase-4F4A1BB5	3
avibase-47C7FDFD	3
avibase-437C0498	3
avibase-3DE7F2AD	3
avibase-37EE6EA4	3
avibase-2F29A1B1	3
avibase-24208346	3
avibase-13E3CACE	3
avibase-115AF02D	3
avibase-0F89114E	3
avibase-F9FCB9FF	2
avibase-F0DF132B	2
avibase-F029489A	2
avibase-EBC3B53B	2
avibase-E9566F8E	2
avibase-E7634E0C	2
avibase-E6E02622	2
avibase-E6536E4E	2
avibase-E34D8FF3	2
avibase-DFFFA2AF	2
avibase-DF735C10	2
avibase-DE0A72A7	2
avibase-CB278C60	2
avibase-C412CD62	2
avibase-C2E0717C	2
avibase-C2AAD5DC	2
avibase-C1A42CCA	2
avibase-BC0E4C9F	2
avibase-AF725C3D	2
avibase-AEE2DE26	2
avibase-ACE8EADE	2
avibase-A7F240E3	2
avibase-A376DE65	2
avibase-9FFEA7C6	2
avibase-91BF5CCC	2
avibase-89D03FB2	2
avibase-88A31713	2
avibase-7FEB60C6	2
avibase-7F15E186	2
avibase-7D629288	2
avibase-7C88491C	2
avibase-7C2BB4D3	2
avibase-690E6849	2
avibase-65FE8029	2
avibase-651384DF	2
avibase-619DFAA8	2
avibase-5F827B99	2
avibase-5E6847C8	2
avibase-59C39D59	2
avibase-5655C112	2
avibase-50F5EBAB	2
avibase-49EF9657	2
avibase-458C8CBE	2
avibase-41FE0937	2
avibase-3FC5A2BF	2
avibase-3AE2824D	2
avibase-35EB45A0	2
avibase-34568918	2
avibase-308228B1	2
avibase-2D11DA9C	2
avibase-2CC91390	2
avibase-1F1A981F	2
avibase-1BEB6E56	2
avibase-18A19380	2
avibase-1192205B	2
avibase-105C306C	2
avibase-0F42F11A	2
avibase-078BC0ED	2
avibase-FF7B87A6	1
avibase-FCE19E1C	1
avibase-FC219328	1
avibase-F89FD6E3	1
avibase-F693C990	1
avibase-F58AF0FB	1
avibase-F5740956	1
avibase-F3A85887	1
avibase-F0BFEA96	1
avibase-EE61E2CA	1
avibase-ED2A0A27	1
avibase-ECE36984	1
avibase-EC1D0E74	1
avibase-E8FAD0BB	1
avibase-E7C4CA9B	1
avibase-E6F5DF1B	1
avibase-E68E0A8E	1
avibase-E1325FAB	1
avibase-E12A0349	1
avibase-D8BFA987	1
avibase-D2921153	1
avibase-D12CDD0F	1
avibase-CD838330	1
avibase-C74D7BBB	1
avibase-C5585051	1
avibase-C5234C66	1
avibase-C08C7F95	1
avibase-C02E881D	1
avibase-BE85C81E	1
avibase-BDC5CF80	1
avibase-BBA263C2	1
avibase-BB456342	1
avibase-B81EFB36	1
avibase-B34CB92A	1
avibase-B31941C5	1
avibase-B20C6C46	1
avibase-AAC2D613	1
avibase-AABFC5F5	1
avibase-AA6F98CC	1
avibase-A96692E0	1
avibase-A55F651D	1
avibase-A52C2048	1
avibase-A435CAFE	1
avibase-A3E077E6	1
avibase-A20EA34D	1
avibase-A14D3117	1
avibase-A0148BE3	1
avibase-99B8841E	1
avibase-91E92828	1
avibase-9049D5C3	1
avibase-8FC49046	1
avibase-8338F12F	1
avibase-7CF91527	1
avibase-7C08B734	1
avibase-732238C2	1
avibase-70F43997	1
avibase-6EC04B48	1
avibase-6DA05B66	1
avibase-6AF31870	1
avibase-64DDD14D	1
avibase-568DE12E	1
avibase-51F61D82	1
avibase-4387C941	1
avibase-4091A51E	1
avibase-3EB9DD4F	1
avibase-3DDA5ED3	1
avibase-3C8E84A6	1
avibase-3A56BE4C	1
avibase-3A3C62BC	1
avibase-37548238	1
avibase-341298B9	1
avibase-3402C9BB	1
avibase-31413BFF	1
avibase-30C94735	1
avibase-30238523	1
avibase-2E4A97D9	1
avibase-2D46BB98	1
avibase-2D113C46	1
avibase-2C42345F	1
avibase-26618AA1	1
avibase-250123FB	1
avibase-2455B82B	1
avibase-22271F15	1
avibase-1F9D883E	1
avibase-1F504C6D	1
avibase-1D446440	1
avibase-1CF04E2E	1
avibase-1B28A4B6	1
avibase-184BA213	1
avibase-0D88C072	1
avibase-0D885A80	1
avibase-0C72A85C	1
avibase-0B2F8058	1
avibase-093E93E1	1
avibase-0874B4D5	1
avibase-01A7F964	1
avibase-00B66A15	1
