SEQ,common_name,scientific_name,ADU,avibase_id,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,checklist_family,order,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment,IUCN,old,new,lost,kept,gain,lost_score,gain_score
937,Yellow White-eye,Zosterops senegalensis,10874,avibase-86F34425,Northern Yellow White-eye,Zosterops senegalensis,24158,Zosterops senegalensis,afywhe2,"White-eyes, Yuhinas, and Allies",Passeriformes,,1,0,0,0,0,10.9,Woodland,2,1,Carnivore,Invertivore,Insessorial,8737492.27,"This species is prone to misidentification and its maps might be affected by error.",,Not Evaluated,32,51,3,29,22,2.83131217567131,21.0237919154419
938,Montane White-eye,Zosterops poliogastra,0,avibase-98370803,Kikuyu/Taita/Broad-ringed/Ethiopian White-eye,Zosterops sp.,24145,Zosterops kikuyuensis|Zosterops silvanus|Zosterops eurycricotus|Zosterops poliogastrus,brrwhe3|brrwhe4|brrwhe8|heuwhe2,"White-eyes, Yuhinas, and Allies",Passeriformes,,4,0,0,0,0,11,Forest,1,1,Omnivore,Invertivore,Insessorial,24195.41,"This species is prone to misidentification and its maps might be affected by error.",,Vulnerable,16,39,0,16,23,0,22.3631232978011
939,Abyssinian White-eye,Zosterops abyssinicus,10878,,Mbulu/Pale White-eye,Zosterops sp.,24081,Zosterops mbuluensis|Zosterops flavilateralis,brrwhe9|whbwhe3,"White-eyes, Yuhinas, and Allies",Passeriformes,,2,0,0,0,0,9.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,434447.77,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,45,67,5,40,27,5.09316977829977,25.8486916062638
940,Black-headed Weaver,Ploceus cucullatus,797,avibase-E8AA9E1C,Village Weaver,Ploceus cucullatus,29012,Ploceus cucullatus,vilwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718921,1,0,0,0,0,36.1,Woodland,3,1,Herbivore,Granivore,Insessorial,13674390.28,,,Least Concern,75,89,5,70,19,5.15554442632454,18.5444300217481
941,Vieillot's Black Weaver,Ploceus nigerrimus,1152,avibase-20D915AD,Vieillot's Black Weaver,Ploceus nigerrimus,29011,Ploceus nigerrimus,viewea3,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/103812246,1,0,0,0,0,34.3,Woodland,2,1,Omnivore,Invertivore,Insessorial,1816787.86,,,Least Concern,5,5,1,4,1,0.972712084595792,0.939260714274992
942,Speke's Weaver,Ploceus spekei,3934,avibase-4DC2B23C,Speke's Weaver,Ploceus spekei,29008,Ploceus spekei,spewea2,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718929,1,0,0,0,0,35.1,Woodland,2,1,Herbivore,Granivore,Insessorial,369189,,,Least Concern,26,49,0,26,23,0,22.1224595701174
943,Orange Weaver,Ploceus aurantius,3888,avibase-2C42345F,Orange Weaver,Ploceus aurantius,28977,Ploceus aurantius,orawea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718833,1,0,0,0,0,23,Wetland,2,1,Omnivore,Omnivore,Insessorial,441030.16,,,Least Concern,1,0,1,0,0,0.977637739136406,0
944,Taveta Golden Weaver,Ploceus castaneiceps,3902,avibase-2379E3EB,Taveta Weaver,Ploceus castaneiceps,28981,Ploceus castaneiceps,tagwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718841,1,0,0,0,0,18.5,Wetland,2,1,Herbivore,Granivore,Insessorial,45796.6,,,Least Concern,3,7,0,3,4,0,3.808337480848
945,Golden Palm Weaver,Ploceus bojeri,3898,avibase-F40197D6,Golden Palm Weaver,Ploceus bojeri,28980,Ploceus bojeri,gopwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718837,1,0,0,0,0,22.4,Woodland,3,1,Omnivore,Omnivore,Insessorial,223498.08,,,Least Concern,22,33,4,18,15,4.0191517315678,14.6306112868635
946,Golden Weaver,Ploceus subaureus,800,avibase-86BEAFA6,Eastern Golden Weaver,Ploceus subaureus,28973,Ploceus subaureus,afgwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718811,1,0,0,0,0,30.4,Riverine,3,1,Herbivore,Granivore,Insessorial,493658.92,,,Least Concern,29,37,4,25,12,3.96498408360786,11.5474311762006
947,Holub's Golden Weaver,Ploceus xanthops,801,avibase-2D86B0D2,Holub's Golden Weaver,Ploceus xanthops,28976,Ploceus xanthops,hogwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718818,1,0,0,0,0,40.6,Shrubland,2,1,Herbivore,Omnivore,Insessorial,2485649.7,,,Least Concern,33,47,3,30,17,2.93424990539261,16.3547059094843
948,Northern Brown-throated Weaver,Ploceus castanops,3904,avibase-F9FB0226,Northern Brown-throated Weaver,Ploceus castanops,28987,Ploceus castanops,nbtwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718850,1,0,0,0,0,21.4,Wetland,2,1,Herbivore,Granivore,Insessorial,193380.61,,,Least Concern,5,7,0,5,2,0,1.90683196220853
949,Yellow-backed Weaver,Ploceus melanocephalus,3922,avibase-19D053B3,Black-headed Weaver,Ploceus melanocephalus,29025,Ploceus melanocephalus,blhwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718949,1,0,0,0,0,23,Wetland,2,1,Omnivore,Granivore,Insessorial,1181602.18,"This map might contains errors",,Least Concern,10,16,2,8,8,1.93844088295226,7.67303161533188
950,Golden-backed Weaver,Ploceus jacksoni,3916,avibase-DF0759C0,Golden-backed Weaver,Ploceus jacksoni,29031,Ploceus jacksoni,gobwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718966,1,0,0,0,0,23.4,Wetland,2,1,Herbivore,Granivore,Insessorial,524545.64,,,Least Concern,19,26,3,16,10,2.94176485908698,9.67924137832184
951,Northern Masked Weaver,Ploceus taeniopterus,3940,avibase-6A84BDB8,Northern Masked Weaver,Ploceus taeniopterus,28990,Ploceus taeniopterus,nomwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718871,1,0,0,0,0,17.6,Wetland,3,1,Herbivore,Granivore,Insessorial,187720.65,,,Least Concern,2,4,0,2,2,0,1.94663626213664
952,Jubaland Weaver,Ploceus dichrocephalus,3906,avibase-2E4A97D9,Juba Weaver,Ploceus dichrocephalus,29024,Ploceus dichrocephalus,salwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718956,1,0,0,0,0,18.5,Wetland,2,1,Herbivore,Granivore,Insessorial,118062.52,"Species not recorded during both the old and new atlas, but recorded in Kenya.",,Least Concern,0,0,0,0,0,0,0
953,Masked Weaver,Ploceus intermedius,792,avibase-E069A0BB,Lesser Masked Weaver,Ploceus intermedius,28993,Ploceus intermedius,lesmaw1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718783,1,0,0,0,0,20.6,Woodland,3,1,Carnivore,Invertivore,Insessorial,3811744.92,,,Least Concern,74,90,15,59,31,15.3928350762831,29.9781552637429
954,Vitelline Masked Weaver,Ploceus velatus,1153,avibase-FC6C191F,Vitelline Masked Weaver,Ploceus vitellinus,28998,Ploceus vitellinus,vimwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718882,1,0,0,0,0,20,Shrubland,3,1,Herbivore,Granivore,Insessorial,4213194.47,,,Least Concern,60,72,11,49,23,11.2620300197448,22.3804385839
955,Heuglin's Masked Weaver,Ploceus heuglini,3914,avibase-D8E67602,Heuglin's Masked Weaver,Ploceus heuglini,29006,Ploceus heuglini,hemwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718865,1,0,0,0,0,22.8,Woodland,2,1,Carnivore,Invertivore,Insessorial,2515613.14,,,Least Concern,4,3,2,2,1,1.98397533208447,0.983462364966188
956,Chestnut Weaver,Ploceus rubiginosus,796,avibase-01BFAE61,Chestnut Weaver,Ploceus rubiginosus,29032,Ploceus rubiginosus,chewea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718975,1,0,0,0,0,30,Shrubland,2,1,Herbivore,Granivore,Insessorial,1228691.95,,,Least Concern,70,73,14,56,17,14.0046661459652,16.6305131640404
957,Little Weaver,Ploceus luteolus,3918,avibase-1373D324,Little Weaver,Ploceus luteolus,28952,Ploceus luteolus,litwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718779,1,0,0,0,0,15.1,Woodland,2,1,Omnivore,Granivore,Insessorial,3085847.32,,,Least Concern,18,28,4,14,14,4.10670142871427,13.3400840423766
958,Slender-billed Weaver,Ploceus pelzelni,1065,avibase-36C24C3D,Slender-billed Weaver,Ploceus pelzelni,28955,Ploceus pelzelni,slbwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718770,1,0,0,0,0,12.7,Wetland,2,1,Carnivore,Invertivore,Insessorial,559286.21,,,Least Concern,6,8,1,5,3,0.944719062388575,2.85783038819364
959,Clarke's Weaver,Ploceus golandi,3912,avibase-2A2CC7B3,Kilifi Weaver,Ploceus golandi,29023,Ploceus golandi,clawea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718945,1,1,0,0,0,23.5,Forest,2,1,Carnivore,Invertivore,Insessorial,706.65,,,Endangered,1,3,0,1,2,0,1.93667008116766
960,Baglafecht Weaver,Ploceus baglafect,476,avibase-BE1FE156,Baglafecht Weaver,Ploceus baglafecht,28940,Ploceus baglafecht,bagwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718761,1,0,0,0,0,31.6,Shrubland,2,1,Carnivore,Invertivore,Insessorial,1651063.49,,,Least Concern,53,75,1,52,23,0.916717023078746,22.4486290330349
961,Compact Weaver,Ploceus superciliosus,3830,avibase-0405CA69,Compact Weaver,Pachyphantes superciliosus,29086,Pachyphantes superciliosus,comwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719054,1,0,0,0,0,21.4,Grassland,2,1,Herbivore,Granivore,Insessorial,1002709.09,,,Least Concern,8,4,4,4,0,3.83439929936363,0
962,Spectacled Weaver,Ploceus ocularis,791,avibase-CA4839B2,Spectacled Weaver,Ploceus ocularis,28963,Ploceus ocularis,spewea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718787,1,0,0,0,0,25.2,Woodland,2,1,Carnivore,Invertivore,Insessorial,2998767.22,,,Least Concern,53,68,4,49,19,3.9879940475496,18.388871537501
963,Black-necked Weaver,Ploceus nigricollis,1187,avibase-55997100,Black-necked Weaver,Ploceus nigricollis,28960,Ploceus nigricollis,bknwea2,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/103811662,1,0,0,0,0,27.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,2474612.53,,,Least Concern,46,60,7,39,21,7.07086445754799,19.9849744547838
964,Black-billed Weaver,Ploceus melanogaster,1151,avibase-B38CE692,Black-billed Weaver,Ploceus melanogaster,28967,Ploceus melanogaster,blbwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718795,1,0,0,0,0,22.4,Forest,1,1,Carnivore,Invertivore,Insessorial,221733.17,,,Least Concern,13,11,6,7,4,6.03242351929275,3.82510344544084
965,Brown-capped Weaver,Ploceus insignis,1150,avibase-C649EA57,Brown-capped Weaver,Ploceus insignis,29054,Ploceus insignis,brcwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719040,1,0,0,0,0,27.5,Forest,1,1,Omnivore,Invertivore,Insessorial,247177.26,"This map might contains errors",,Least Concern,23,24,5,18,6,4.8669636024885,5.79422299398705
966,Yellow-mantled Weaver,Ploceus tricolor,3944,avibase-BE85C81E,Yellow-mantled Weaver,Ploceus tricolor,29039,Ploceus tricolor,yemwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718983,1,0,0,0,0,36.8,Forest,1,1,Carnivore,Invertivore,Insessorial,1061576.05,,,Least Concern,1,0,1,0,0,0.953396142674805,0
967,Dark-backed Weaver,Ploceus bicolor,790,avibase-70312286,Dark-backed Weaver,Ploceus bicolor,29046,Ploceus bicolor,forwea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719017,1,0,0,0,0,34.5,Forest,2,1,Omnivore,Invertivore,Insessorial,1377098.31,,,Least Concern,16,11,6,10,1,5.91640235847672,0.922516575859499
968,Red-headed Malimbe,Malimbus rubricollis,3810,avibase-960B56F2,Red-headed Malimbe,Malimbus rubricollis,29183,Malimbus rubricollis,rehmal1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719108,1,0,0,0,0,42.2,Forest,1,1,Omnivore,Invertivore,Insessorial,2607128.64,,,Least Concern,1,2,0,1,1,0,0.959026240201242
969,Red-headed Weaver,Anaplectes rubriceps,793,avibase-4D19099B,Red-headed Weaver,Anaplectes rubriceps,29166,Anaplectes rubriceps,rehwea1,"Weavers and Allies",Passeriformes,,1,0,0,0,0,22.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,3258277.53,,,Not Evaluated,59,79,5,54,25,4.92881915778502,24.3551127125904
970,Grosbeak Weaver,Amblyospiza albifrons,804,avibase-C7708C70,Thick-billed Weaver,Amblyospiza albifrons,28891,Amblyospiza albifrons,growea1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719260,1,0,0,0,0,41.6,Woodland,2,1,Omnivore,Omnivore,Insessorial,3499946.84,,,Least Concern,47,67,3,44,23,2.97531364069679,22.1269250203435
971,Southern Red Bishop,Euplectes orix,808,avibase-95F08BC3,Southern Red Bishop,Euplectes orix,29114,Euplectes orix,redbis,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719186,1,0,0,0,0,23,Grassland,3,1,Omnivore,Granivore,Terrestrial,2968587.01,,,Least Concern,16,22,2,14,8,1.96534831434225,7.55228934637837
972,Northern Red Bishop,Euplectes franciscanus,3748,avibase-3D122849,Northern Red Bishop,Euplectes franciscanus,29111,Euplectes franciscanus,orabis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719181,1,0,0,0,0,16,Grassland,3,1,Herbivore,Granivore,Terrestrial,3246050.92,,,Least Concern,3,4,1,2,2,1.03902627210716,2.03970612042638
973,Zanzibar Red Bishop,Euplectes nigroventris,3754,avibase-A31AC101,Zanzibar Red Bishop,Euplectes nigroventris,29115,Euplectes nigroventris,zanbis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719191,1,0,0,0,0,12.5,Grassland,3,1,Herbivore,Granivore,Terrestrial,170115.24,,,Least Concern,14,18,1,13,5,0.977856010564024,4.78455019034695
974,Black-winged Red Bishop,Euplectes hordeaceus,809,avibase-7B414273,Black-winged Red Bishop,Euplectes hordeaceus,29116,Euplectes hordeaceus,blwbis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719176,1,0,0,0,0,19.4,Grassland,3,1,Herbivore,Granivore,Terrestrial,5103979.03,,,Least Concern,26,26,8,18,8,7.88293307521281,7.56512506926655
975,Black Bishop,Euplectes gierowii,3750,avibase-CC7862AF,Black Bishop,Euplectes gierowii,29119,Euplectes gierowii,blabis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719172,1,0,0,0,0,28.3,Grassland,3,1,Omnivore,Granivore,Terrestrial,246606.93,,,Least Concern,10,16,1,9,7,1.00409636289505,6.79061786730028
976,Yellow-crowned Bishop,Euplectes afer,812,avibase-4A58452B,Yellow-crowned Bishop,Euplectes afer,29123,Euplectes afer,yecbis,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719164,1,0,0,0,0,14.3,Wetland,3,1,Herbivore,Granivore,Terrestrial,3098334.42,,,Least Concern,14,25,5,9,16,4.73510385358674,15.3517546094606
977,Fire-fronted Bishop,Euplectes diadematus,3746,avibase-95A724BE,Fire-fronted Bishop,Euplectes diadematus,29128,Euplectes diadematus,fifbis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719168,1,0,0,0,0,13.9,Grassland,3,1,Herbivore,Granivore,Terrestrial,224374.38,,,Least Concern,20,21,11,9,12,10.9145267500144,11.7479713159196
978,Yellow Bishop,Euplectes capensis,810,avibase-97A73D9F,Yellow Bishop,Euplectes capensis,29130,Euplectes capensis,yelbis1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719200,1,0,0,0,0,30.5,Grassland,3,1,Omnivore,Granivore,Terrestrial,2639722.61,,,Least Concern,51,51,6,45,6,6.21575371707403,5.73095013051468
979,White-winged Widowbird,Euplectes albonotatus,814,avibase-749E7B3C,White-winged Widowbird,Euplectes albonotatus,29137,Euplectes albonotatus,whwwid1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719223,1,0,0,0,0,21.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,2575220.96,,,Least Concern,46,57,6,40,17,5.90287090613344,16.4389786189768
980,Yellow-mantled Widowbird,Euplectes macrourus,815,avibase-F5E0EA0D,Yellow-mantled Widowbird,Euplectes macroura,29141,Euplectes macroura,yeswid2,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719209,1,0,0,0,0,21.7,Grassland,3,1,Herbivore,Granivore,Terrestrial,3993290.03,,,Least Concern,15,16,2,13,3,1.95827339798295,2.86217125527072
981,Red-naped Widowbird,Euplectes ardens,0,avibase-F5740956,Red-cowled/Red-collared Widowbird,Euplectes sp.,29145,Euplectes laticauda|Euplectes ardens,recwid2|recwid3,"Weavers and Allies",Passeriformes,,2,0,0,0,0,19,Grassland,3,1,Herbivore,Omnivore,Generalist,3182674.54,,,Least Concern,36,34,11,25,9,10.917723793923,8.74344031515577
982,Long-tailed Widowbird,Euplectes progne,818,avibase-3153FE22,Long-tailed Widowbird,Euplectes progne,29159,Euplectes progne,lotwid1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719244,1,0,0,0,0,35.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,697864.82,,,Least Concern,12,21,0,12,9,0,8.78386357988171
983,Marsh Widowbird,Euplectes hartlaubi,971,avibase-59E7ABE5,Marsh Widowbird,Euplectes hartlaubi,29155,Euplectes hartlaubi,marwid1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719233,1,0,0,0,0,35.5,Wetland,3,1,Herbivore,Omnivore,Terrestrial,741261.11,,,Least Concern,3,7,0,3,4,0,3.9027330786848
984,Fan-tailed Widowbird,Euplectes axillaris,816,avibase-B08FF959,Fan-tailed Widowbird,Euplectes axillaris,29149,Euplectes axillaris,fatwid1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719204,1,0,0,0,0,25.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,2371547.67,,,Least Concern,35,36,8,27,9,7.99630272970364,8.67152581793993
985,Jackson's Widowbird,Euplectes jacksoni,3752,avibase-87071086,Jackson's Widowbird,Euplectes jacksoni,29163,Euplectes jacksoni,jacwid1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719249,1,0,0,0,0,37,Grassland,3,1,Herbivore,Granivore,Terrestrial,107944.78,,,Least Concern,24,22,6,18,4,6.09126737934231,3.81326117002849
986,Red-billed Quelea,Quelea quelea,805,avibase-2B6DE136,Red-billed Quelea,Quelea quelea,29092,Quelea quelea,rebque1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719128,1,0,0,0,0,18.6,Grassland,3,2,Herbivore,Granivore,Generalist,10621873.64,,,Least Concern,95,94,14,81,13,14.0982026766015,12.8998231210134
987,Red-headed Quelea,Quelea erythrops,806,avibase-F8041931,Red-headed Quelea,Quelea erythrops,29091,Quelea erythrops,rehque1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719124,1,0,0,0,0,19.3,Grassland,3,2,Herbivore,Granivore,Terrestrial,2572021.83,"There is likely an error of identification or taxnomy with the old atlas data",,Least Concern,12,13,8,4,9,7.85710128593055,8.64134326180088
988,Cardinal Quelea,Quelea cardinalis,807,avibase-9387DC41,Cardinal Quelea,Quelea cardinalis,29088,Quelea cardinalis,carque1,"Weavers and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719120,1,0,0,0,0,12.7,Grassland,3,2,Herbivore,Granivore,Terrestrial,671909.82,,,Least Concern,37,43,12,25,18,11.9930087511928,17.2458699223806
989,Parasitic Weaver,Anomalospiza imberbis,854,avibase-C97A5C39,Cuckoo-finch,Anomalospiza imberbis,29191,Anomalospiza imberbis,parwea1,"Whydahs and Indigobirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22719254,1,0,0,0,0,20.5,Grassland,3,2,Herbivore,Granivore,Terrestrial,1822866.7,,,Least Concern,13,16,6,7,9,5.74240663501216,8.53143378960656
990,Grey-headed Sparrow,Passer griseus,3852,avibase-8AF9A02A,Northern Grey-headed/Parrot-billed/Swahili/Swainson's Sparrow,Passer sp.,29744,Passer griseus|Passer gongonensis|Passer suahelicus|Passer swainsonii,gyhspa1|pabspa1|swaspa1|swaspa2,"Snowfinches and Old World Sparrows",Passeriformes,,4,0,0,0,0,39.9,Shrubland,2,1,Herbivore,Granivore,Terrestrial,1125295.41,,"Historical lump of 4 species, treated as one taxon (Passer griseus) in the 1970-1984 atlas: Northern Gray-headed Sparrow (Passer griseus, 3192 Kenyan eBird records 2009-2023); Parrot-billed Sparrow (Passer gongonensis, 6156 Kenyan eBird records 2009-2023); Swahili Sparrow (Passer suahelicus, 799 Kenyan eBird records 2009-2023); Swainson's Sparrow (Passer swainsonii, 39 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either.",Least Concern,108,107,7,101,6,7.23607912951523,5.87068447426001
